name_team,id,ova,att,mid,def,transfer_budget,speed,dribbling,passing,positioning,crossing,shooting,aggression,pressure,team_width,defender_line,dp,ip,players,saa,taa,date,fifa,year_week
norwich_city,1792,74,76,73,72,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.36,25.33,2016-01-21,FIFA16,2016-W03
bournemouth,1943,73,76,70,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.73,25.73,2016-01-21,FIFA16,2016-W03
chelsea,5,83,83,80,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.73,23.97,2016-01-14,FIFA16,2016-W02
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.18,24.24,2016-01-14,FIFA16,2016-W02
manchester_city,10,82,81,81,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,28.09,25.12,2016-01-14,FIFA16,2016-W02
manchester_united,11,81,83,81,78,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.45,23.45,2016-01-14,FIFA16,2016-W02
everton,7,79,79,78,79,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,26.36,25.55,2016-01-14,FIFA16,2016-W02
liverpool,9,79,81,77,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.09,23.58,2016-01-14,FIFA16,2016-W02
tottenham_hotspur,18,79,80,77,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,23.91,22.52,2016-01-14,FIFA16,2016-W02
newcastle_united,13,77,77,77,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,24.64,24.39,2016-01-14,FIFA16,2016-W02
stoke_city,1806,77,76,76,77,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,27,26,2016-01-14,FIFA16,2016-W02
southampton,17,77,76,76,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,25.73,23.97,2016-01-14,FIFA16,2016-W02
west_ham_united,19,76,74,76,74,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.82,23.88,2016-01-14,FIFA16,2016-W02
sunderland,106,76,77,76,74,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,28.18,25.52,2016-01-14,FIFA16,2016-W02
west_bromwich_albion,109,76,76,75,73,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,28.91,24.97,2016-01-14,FIFA16,2016-W02
swansea_city,1960,76,76,74,77,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.64,24.85,2016-01-14,FIFA16,2016-W02
aston_villa,2,75,75,75,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,25.55,24.33,2016-01-14,FIFA16,2016-W02
watford,1795,75,75,74,75,19,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,10,33,28.36,25.7,2016-01-14,FIFA16,2016-W02
crystal_palace,1799,75,73,76,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,26.82,25.97,2016-01-14,FIFA16,2016-W02
norwich_city,1792,74,76,73,72,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.36,24.91,2016-01-14,FIFA16,2016-W02
leicester_city,95,74,75,75,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.36,25.39,2016-01-14,FIFA16,2016-W02
bournemouth,1943,73,75,71,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.18,26,2016-01-14,FIFA16,2016-W02
chelsea,5,83,84,82,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,26.45,23.91,2016-01-07,FIFA16,2016-W01
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27,24.06,2016-01-07,FIFA16,2016-W01
manchester_city,10,82,84,83,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,28.36,25.24,2016-01-07,FIFA16,2016-W01
manchester_united,11,81,83,81,77,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.73,23.48,2016-01-07,FIFA16,2016-W01
liverpool,9,80,78,80,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.27,23.15,2016-01-07,FIFA16,2016-W01
everton,7,79,79,78,79,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,27.55,25.55,2016-01-07,FIFA16,2016-W01
tottenham_hotspur,18,79,80,75,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,23.55,22.61,2016-01-07,FIFA16,2016-W01
stoke_city,1806,77,75,76,77,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.64,26,2016-01-07,FIFA16,2016-W01
southampton,17,77,76,76,76,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26.18,24.09,2016-01-07,FIFA16,2016-W01
swansea_city,1960,77,74,76,77,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,28,24.91,2016-01-07,FIFA16,2016-W01
newcastle_united,13,76,77,75,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,24.91,24.06,2016-01-07,FIFA16,2016-W01
west_ham_united,19,76,76,75,74,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.73,23.88,2016-01-07,FIFA16,2016-W01
west_bromwich_albion,109,76,76,74,72,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,32,29.64,25.25,2016-01-07,FIFA16,2016-W01
aston_villa,2,75,75,74,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,25.64,24.64,2016-01-07,FIFA16,2016-W01
watford,1795,75,75,74,75,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,28.36,25.7,2016-01-07,FIFA16,2016-W01
crystal_palace,1799,75,71,75,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,27.27,26.03,2016-01-07,FIFA16,2016-W01
sunderland,106,75,77,74,74,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,27.09,25.33,2016-01-07,FIFA16,2016-W01
norwich_city,1792,74,76,73,72,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.27,25.09,2016-01-07,FIFA16,2016-W01
leicester_city,95,74,75,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.36,25.42,2016-01-07,FIFA16,2016-W01
bournemouth,1943,73,74,70,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.55,25.73,2016-01-07,FIFA16,2016-W01
chelsea,5,83,83,83,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,26,23.82,2015-12-30,FIFA16,2015-W53
manchester_city,10,83,84,82,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,27.27,25.24,2015-12-30,FIFA16,2015-W53
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27,24.06,2015-12-30,FIFA16,2015-W53
manchester_united,11,81,83,80,76,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.73,23.48,2015-12-30,FIFA16,2015-W53
liverpool,9,80,81,79,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,24.18,23.27,2015-12-30,FIFA16,2015-W53
everton,7,79,78,76,77,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,25.18,25.36,2015-12-30,FIFA16,2015-W53
tottenham_hotspur,18,79,80,76,79,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,23.55,22.55,2015-12-30,FIFA16,2015-W53
stoke_city,1806,77,75,75,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.64,26.03,2015-12-30,FIFA16,2015-W53
southampton,17,77,76,77,76,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26.45,24,2015-12-30,FIFA16,2015-W53
swansea_city,1960,77,77,76,76,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.36,24.97,2015-12-30,FIFA16,2015-W53
newcastle_united,13,76,75,75,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,24.45,24.06,2015-12-30,FIFA16,2015-W53
west_ham_united,19,76,76,76,74,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.09,23.73,2015-12-30,FIFA16,2015-W53
sunderland,106,76,77,73,73,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,27.36,25.12,2015-12-30,FIFA16,2015-W53
west_bromwich_albion,109,76,76,74,73,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,29.64,25.03,2015-12-30,FIFA16,2015-W53
aston_villa,2,75,74,75,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,26,24.15,2015-12-30,FIFA16,2015-W53
watford,1795,75,75,73,73,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,28,25.64,2015-12-30,FIFA16,2015-W53
crystal_palace,1799,75,76,76,75,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,27.73,25.73,2015-12-30,FIFA16,2015-W53
norwich_city,1792,74,76,74,72,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,26.82,24.76,2015-12-30,FIFA16,2015-W53
leicester_city,95,74,75,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.36,25.24,2015-12-30,FIFA16,2015-W53
bournemouth,1943,73,74,70,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.55,25.55,2015-12-30,FIFA16,2015-W53
chelsea,5,83,82,83,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,26.27,23.82,2015-12-24,FIFA16,2015-W52
manchester_city,10,83,84,84,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,27.45,25.33,2015-12-24,FIFA16,2015-W52
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.18,24.06,2015-12-24,FIFA16,2015-W52
manchester_united,11,81,85,80,76,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.64,23.48,2015-12-24,FIFA16,2015-W52
liverpool,9,80,81,77,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,24.64,23.27,2015-12-24,FIFA16,2015-W52
everton,7,79,78,78,79,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,26.45,25.3,2015-12-24,FIFA16,2015-W52
tottenham_hotspur,18,79,80,77,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,23.91,22.55,2015-12-24,FIFA16,2015-W52
stoke_city,1806,77,75,76,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26,26,2015-12-24,FIFA16,2015-W52
southampton,17,77,76,77,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26.36,24,2015-12-24,FIFA16,2015-W52
swansea_city,1960,77,76,76,77,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.91,24.97,2015-12-24,FIFA16,2015-W52
newcastle_united,13,76,74,75,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,24.91,24.06,2015-12-24,FIFA16,2015-W52
west_ham_united,19,76,77,75,74,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.82,23.7,2015-12-24,FIFA16,2015-W52
sunderland,106,76,74,74,73,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.82,25.12,2015-12-24,FIFA16,2015-W52
west_bromwich_albion,109,76,76,74,71,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,30.27,25.03,2015-12-24,FIFA16,2015-W52
aston_villa,2,75,74,74,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,26.09,24.15,2015-12-24,FIFA16,2015-W52
watford,1795,75,75,73,73,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,28,25.36,2015-12-24,FIFA16,2015-W52
crystal_palace,1799,75,72,75,75,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,27.09,25.73,2015-12-24,FIFA16,2015-W52
norwich_city,1792,74,76,74,72,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.18,24.76,2015-12-24,FIFA16,2015-W52
leicester_city,95,74,75,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.45,25.24,2015-12-24,FIFA16,2015-W52
bournemouth,1943,73,75,71,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,27.55,25.55,2015-12-24,FIFA16,2015-W52
chelsea,5,83,83,83,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.91,23.82,2015-12-17,FIFA16,2015-W51
manchester_city,10,83,84,84,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,27.36,25.03,2015-12-17,FIFA16,2015-W51
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.18,24.15,2015-12-17,FIFA16,2015-W51
manchester_united,11,81,80,80,68,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,24.09,23.45,2015-12-17,FIFA16,2015-W51
liverpool,9,80,80,77,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.73,23.15,2015-12-17,FIFA16,2015-W51
everton,7,79,78,78,79,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,26.45,25.3,2015-12-17,FIFA16,2015-W51
tottenham_hotspur,18,79,80,76,79,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,23.73,22.55,2015-12-17,FIFA16,2015-W51
stoke_city,1806,77,75,76,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.64,25.97,2015-12-17,FIFA16,2015-W51
southampton,17,77,77,76,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26.27,24,2015-12-17,FIFA16,2015-W51
swansea_city,1960,77,76,76,77,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.73,24.97,2015-12-17,FIFA16,2015-W51
newcastle_united,13,76,75,76,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,24.64,24.06,2015-12-17,FIFA16,2015-W51
west_ham_united,19,76,77,75,74,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.91,23.7,2015-12-17,FIFA16,2015-W51
sunderland,106,76,77,73,74,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.27,25.12,2015-12-17,FIFA16,2015-W51
west_bromwich_albion,109,76,77,74,71,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,29.09,25.03,2015-12-17,FIFA16,2015-W51
aston_villa,2,75,73,75,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,26.18,24.12,2015-12-17,FIFA16,2015-W51
watford,1795,75,75,74,74,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,27.36,25.64,2015-12-17,FIFA16,2015-W51
crystal_palace,1799,75,73,76,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,26.73,25.73,2015-12-17,FIFA16,2015-W51
norwich_city,1792,74,76,74,73,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.73,24.76,2015-12-17,FIFA16,2015-W51
leicester_city,95,74,75,74,73,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.73,25.18,2015-12-17,FIFA16,2015-W51
bournemouth,1943,73,75,70,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,27.27,25.58,2015-12-17,FIFA16,2015-W51
chelsea,5,83,82,83,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.55,23.82,2015-12-10,FIFA16,2015-W50
manchester_city,10,83,84,83,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,26.91,25.03,2015-12-10,FIFA16,2015-W50
arsenal,1,82,83,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.18,24.12,2015-12-10,FIFA16,2015-W50
manchester_united,11,81,80,78,74,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,24.18,23.48,2015-12-10,FIFA16,2015-W50
liverpool,9,80,78,79,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.09,23.15,2015-12-10,FIFA16,2015-W50
everton,7,79,81,77,77,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,25.45,25.3,2015-12-10,FIFA16,2015-W50
tottenham_hotspur,18,79,80,76,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,24,22.55,2015-12-10,FIFA16,2015-W50
stoke_city,1806,77,75,75,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.64,25.97,2015-12-10,FIFA16,2015-W50
southampton,17,77,77,76,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26,24,2015-12-10,FIFA16,2015-W50
swansea_city,1960,77,78,75,75,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,26.27,24.91,2015-12-10,FIFA16,2015-W50
newcastle_united,13,76,77,76,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,26,24.06,2015-12-10,FIFA16,2015-W50
west_ham_united,19,76,76,75,75,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,26.18,23.73,2015-12-10,FIFA16,2015-W50
sunderland,106,76,78,73,73,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26,25.12,2015-12-10,FIFA16,2015-W50
west_bromwich_albion,109,76,77,74,71,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,28.45,25.03,2015-12-10,FIFA16,2015-W50
aston_villa,2,75,73,75,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,26.18,24.18,2015-12-10,FIFA16,2015-W50
watford,1795,75,76,73,74,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,27.18,25.64,2015-12-10,FIFA16,2015-W50
crystal_palace,1799,75,73,75,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,26.73,25.73,2015-12-10,FIFA16,2015-W50
norwich_city,1792,74,74,74,73,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,25.91,24.76,2015-12-10,FIFA16,2015-W50
leicester_city,95,74,75,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.27,25.33,2015-12-10,FIFA16,2015-W50
bournemouth,1943,73,74,70,72,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.55,25.58,2015-12-10,FIFA16,2015-W50
chelsea,5,83,83,82,81,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.64,23.82,2015-12-03,FIFA16,2015-W49
manchester_city,10,83,84,83,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,28.36,25.12,2015-12-03,FIFA16,2015-W49
arsenal,1,82,81,79,79,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,26.27,24.15,2015-12-03,FIFA16,2015-W49
manchester_united,11,81,80,82,75,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.27,23.45,2015-12-03,FIFA16,2015-W49
liverpool,9,80,78,79,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,24.64,23.06,2015-12-03,FIFA16,2015-W49
tottenham_hotspur,18,79,79,76,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,24,22.55,2015-12-03,FIFA16,2015-W49
everton,7,78,80,77,77,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,25.36,25.33,2015-12-03,FIFA16,2015-W49
stoke_city,1806,77,75,76,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.82,26,2015-12-03,FIFA16,2015-W49
southampton,17,77,77,75,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,25.73,24,2015-12-03,FIFA16,2015-W49
swansea_city,1960,77,76,76,75,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.09,24.88,2015-12-03,FIFA16,2015-W49
newcastle_united,13,76,75,76,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,25.55,24.06,2015-12-03,FIFA16,2015-W49
west_ham_united,19,76,76,77,75,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,25.64,23.76,2015-12-03,FIFA16,2015-W49
sunderland,106,76,73,72,73,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.27,25.21,2015-12-03,FIFA16,2015-W49
west_bromwich_albion,109,76,77,75,72,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,29,25.03,2015-12-03,FIFA16,2015-W49
aston_villa,2,75,75,74,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,26.55,24.15,2015-12-03,FIFA16,2015-W49
watford,1795,75,76,73,74,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,26.55,25.64,2015-12-03,FIFA16,2015-W49
crystal_palace,1799,75,73,75,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,26.73,25.73,2015-12-03,FIFA16,2015-W49
norwich_city,1792,74,74,73,73,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,27.27,24.76,2015-12-03,FIFA16,2015-W49
leicester_city,95,74,75,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,27.36,25.27,2015-12-03,FIFA16,2015-W49
bournemouth,1943,73,73,70,73,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,26.64,25.85,2015-12-03,FIFA16,2015-W49
chelsea,5,83,82,82,82,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,27.64,23.82,2015-11-26,FIFA16,2015-W48
manchester_city,10,83,87,82,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,28.55,25.12,2015-11-26,FIFA16,2015-W48
arsenal,1,82,81,79,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.73,24.09,2015-11-26,FIFA16,2015-W48
manchester_united,11,81,76,81,78,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25,23.52,2015-11-26,FIFA16,2015-W48
liverpool,9,80,80,77,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.09,23.06,2015-11-26,FIFA16,2015-W48
tottenham_hotspur,18,79,79,77,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,24.45,22.55,2015-11-26,FIFA16,2015-W48
everton,7,78,80,77,77,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,25.36,25.33,2015-11-26,FIFA16,2015-W48
stoke_city,1806,77,75,76,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.82,26,2015-11-26,FIFA16,2015-W48
southampton,17,77,76,77,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26.27,24,2015-11-26,FIFA16,2015-W48
swansea_city,1960,77,76,76,75,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,27.36,24.94,2015-11-26,FIFA16,2015-W48
newcastle_united,13,76,75,76,75,35,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,16,16,33,25,23.7,2015-11-26,FIFA16,2015-W48
west_ham_united,19,76,76,74,75,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,14,14,33,25.18,23.82,2015-11-26,FIFA16,2015-W48
sunderland,106,76,77,74,73,28,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,27.45,25.21,2015-11-26,FIFA16,2015-W48
west_bromwich_albion,109,76,76,75,73,22,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,12,13,33,28.55,25.03,2015-11-26,FIFA16,2015-W48
aston_villa,2,75,75,74,75,29,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,15,15,33,25.91,24.3,2015-11-26,FIFA16,2015-W48
watford,1795,75,75,74,73,19,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,11,10,33,28,25.64,2015-11-26,FIFA16,2015-W48
crystal_palace,1799,75,73,76,76,23.5,balanced,normal,risky,organised,lots,normal,press,medium,normal,cover,12,13,33,26.73,25.73,2015-11-26,FIFA16,2015-W48
norwich_city,1792,74,77,73,73,22,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,11,12,33,26.73,24.76,2015-11-26,FIFA16,2015-W48
leicester_city,95,74,76,74,74,27,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,12,12,33,26.73,25.3,2015-11-26,FIFA16,2015-W48
bournemouth,1943,73,73,71,73,16,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,8,33,27.27,25.91,2015-11-26,FIFA16,2015-W48
chelsea,5,83,84,83,82,85,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,27.73,23.82,2015-11-19,FIFA16,2015-W47
manchester_city,10,83,78,83,81,100,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,19,19,33,27.09,25.15,2015-11-19,FIFA16,2015-W47
arsenal,1,82,81,80,80,70,balanced,normal,safe,free_form,normal,normal,press,medium,normal,cover,19,18,33,27.09,24.12,2015-11-19,FIFA16,2015-W47
manchester_united,11,81,83,79,79,80,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,20,20,33,25.64,23.52,2015-11-19,FIFA16,2015-W47
liverpool,9,80,81,77,79,55,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,18,18,33,25.45,23.09,2015-11-19,FIFA16,2015-W47
tottenham_hotspur,18,79,79,76,78,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,17,17,33,24,22.55,2015-11-19,FIFA16,2015-W47
everton,7,78,80,77,77,25,balanced,normal,normal,organised,little,normal,press,medium,normal,cover,15,16,33,25.36,25.27,2015-11-19,FIFA16,2015-W47
stoke_city,1806,77,75,76,76,30,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,13,14,33,26.82,26,2015-11-19,FIFA16,2015-W47
southampton,17,77,77,77,78,32,balanced,little,normal,organised,normal,little,press,medium,normal,cover,13,14,33,26,24,2015-11-19,FIFA16,2015-W47
swansea_city,1960,77,78,75,76,25,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,12,14,33,26.45,25.06,2015-11-19,FIFA16,2015-W47
